route_name,type,origin,destination,olat,olon,dlat,dlon,distance,time
Baltimore-San Francisco,airplane,Baltimore,San Francisco,39.290386,-76.61219,37.7792588,-122.4193286,3944.839631219525,5.931049539024405
Baltimore-Indianapolis,airplane,Baltimore,Indianapolis,39.290386,-76.61219,39.7683331,-86.1583502,820.0539947593594,2.0250674934491992
Baltimore-Seattle,airplane,Baltimore,Seattle,39.290386,-76.61219,47.6038321,-122.330062,3746.768722593896,5.68346090324237
Baltimore-Denver,airplane,Baltimore,Denver,39.290386,-76.61219,39.7392364,-104.984862,2424.1687139299625,4.030210892412454
Baltimore-Washington,airplane,Baltimore,Washington,39.290386,-76.61219,38.8950368,-77.0365427,57.21644863336646,1.071520560791708
Baltimore-Boston,airplane,Baltimore,Boston,39.290386,-76.61219,42.3554334,-71.060511,578.0486980823893,1.7225608726029864
Baltimore-El Paso,airplane,Baltimore,El Paso,39.290386,-76.61219,31.7601164,-106.4870404,2815.498827953636,4.519373534942045
Baltimore-Nashville,airplane,Baltimore,Nashville,39.290386,-76.61219,36.1622767,-86.7742984,958.3453389896453,2.197931673737057
Baltimore-Detroit,airplane,Baltimore,Detroit,39.290386,-76.61219,42.3315509,-83.0466403,638.1592364121524,1.7976990455151904
Baltimore-Oklahoma City,airplane,Baltimore,Oklahoma City,39.290386,-76.61219,35.4729886,-97.5170536,1890.5980524357008,3.363247565544626
Baltimore-Portland,airplane,Baltimore,Portland,39.290386,-76.61219,45.5202471,-122.674194,3791.361759436692,5.739202199295864
Baltimore-Las Vegas,airplane,Baltimore,Las Vegas,39.290386,-76.61219,36.171697,-115.1463536,3380.9117265930654,5.226139658241332
Baltimore-Memphis,airplane,Baltimore,Memphis,39.290386,-76.61219,35.1460249,-90.0517638,1274.5713840046678,2.5932142300058345
Baltimore-Louisville,airplane,Baltimore,Louisville,39.290386,-76.61219,38.2542376,-85.759407,800.9587403026529,2.001198425378316
Louisville-New York,airplane,Louisville,New York,38.2542376,-85.759407,40.7127281,-74.0060152,1044.1583924997974,2.305197990624747
Louisville-Los Angeles,airplane,Louisville,Los Angeles,38.2542376,-85.759407,34.052235,-118.243683,2938.35863680577,4.672948296007212
Louisville-Chicago,airplane,Louisville,Chicago,38.2542376,-85.759407,41.8755616,-87.6244212,432.7904764357539,1.5409880955446922
Louisville-Houston,airplane,Louisville,Houston,38.2542376,-85.759407,29.7589382,-95.3676974,1293.3535159940332,2.6166918949925417
Louisville-Phoenix,airplane,Louisville,Phoenix,38.2542376,-85.759407,33.4484367,-112.074141,2422.3314319792767,4.027914289974095
Louisville-Philadelphia,airplane,Louisville,Philadelphia,38.2542376,-85.759407,39.9527237,-75.1635262,932.995289427795,2.166244111784744
Louisville-San Antonio,airplane,Louisville,San Antonio,38.2542376,-85.759407,29.4246002,-98.4951405,1529.4820128021518,2.91185251600269
Louisville-San Diego,airplane,Louisville,San Diego,38.2542376,-85.759407,32.7174202,-117.162772,2894.505774704324,4.6181322183804046
Louisville-Dallas,airplane,Louisville,Dallas,38.2542376,-85.759407,32.7762719,-96.7968559,1168.7709000019397,2.4609636250024245
Louisville-San Jose,airplane,Louisville,San Jose,38.2542376,-85.759407,37.3361663,-121.890591,3156.073942430343,4.9450924280379285
Louisville-Austin,airplane,Louisville,Austin,38.2542376,-85.759407,30.2711286,-97.7436995,1412.3823796378151,2.765477974547269
Louisville-Jacksonville,airplane,Louisville,Jacksonville,38.2542376,-85.759407,30.3321838,-81.655651,957.8791982544068,2.1973489978180085
Louisville-Fort Worth,airplane,Louisville,Fort Worth,38.2542376,-85.759407,32.753177,-97.3327459,1211.7376615617077,2.5146720769521345
Louisville-Columbus,airplane,Louisville,Columbus,38.2542376,-85.759407,39.9622601,-83.0007065,304.484712197608,1.38060589024701
Louisville-Charlotte,airplane,Louisville,Charlotte,38.2542376,-85.759407,35.2272086,-80.8430827,552.3051286470117,1.6903814108087647
Louisville-San Francisco,airplane,Louisville,San Francisco,38.2542376,-85.759407,37.7792588,-122.4193286,3190.646106930636,4.988307633663295
Louisville-Indianapolis,airplane,Louisville,Indianapolis,38.2542376,-85.759407,39.7683331,-86.1583502,171.85141786560578,1.2148142723320072
Louisville-Seattle,airplane,Louisville,Seattle,38.2542376,-85.759407,47.6038321,-122.330062,3119.8709290178244,4.89983866127228
Louisville-Denver,airplane,Louisville,Denver,38.2542376,-85.759407,39.7392364,-104.984862,1666.395516822868,3.082994396028585
Louisville-Washington,airplane,Louisville,Washington,38.2542376,-85.759407,38.8950368,-77.0365427,761.3394449408833,1.951674306176104
Louisville-Boston,airplane,Louisville,Boston,38.2542376,-85.759407,42.3554334,-71.060511,1325.1140886461078,2.656392610807635
Louisville-El Paso,airplane,Louisville,El Paso,38.2542376,-85.759407,31.7601164,-106.4870404,2015.68469647984,3.5196058705998
Louisville-Nashville,airplane,Louisville,Nashville,38.2542376,-85.759407,36.1622767,-86.7742984,249.37057418277115,1.3117132177284638
Louisville-Detroit,airplane,Louisville,Detroit,38.2542376,-85.759407,42.3315509,-83.0466403,508.3428116655279,1.63542851458191
Louisville-Oklahoma City,airplane,Louisville,Oklahoma City,38.2542376,-85.759407,35.4729886,-97.5170536,1089.8591100774358,2.362323887596795
Louisville-Portland,airplane,Louisville,Portland,38.2542376,-85.759407,45.5202471,-122.674194,3130.7555316163766,4.913444414520471
Louisville-Las Vegas,airplane,Louisville,Las Vegas,38.2542376,-85.759407,36.171697,-115.1463536,2601.693331881311,4.25211666485164
Louisville-Memphis,airplane,Louisville,Memphis,38.2542376,-85.759407,35.1460249,-90.0517638,515.5319922086624,1.6444149902608278
Louisville-Baltimore,airplane,Louisville,Baltimore,38.2542376,-85.759407,39.290386,-76.61219,800.9587403026529,2.001198425378316
